data_source,category,topic,traffic,sub_topics,date,modified_topic,database_id,Agent Settings,gen_type
google_trends,,Boston Celtics,100K+,,20240523,The Boston Celtics' chances in the upcoming NBA season.,36,assistant,common
google_trends,,Anthony Edwards,100K+,,20240523,The recent performances and accomplishments of Anthony Edwards.,37,assistant,common
google_trends,,Indiana Fever,100K+,,20240523,The latest news about the Indiana Fever basketball team.,38,assistant,common
google_trends,,Beetlejuice,50K+,,20240523,The impact of the movie Beetlejuice on popular culture.,39,assistant,common
google_trends,,Sean Kingston,50K+,,20240523,Discussing Sean Kingston's latest music and career updates.,40,assistant,common
google_trends,,Carlo Acutis,50K+,,20240523,The life and legacy of Carlo Acutis.,41,assistant,common
google_trends,,Memorial Day meaning,50K+,,20240523,The historical significance and traditions of Memorial Day.,42,assistant,common
google_trends,,Oilers,20K+,,20240523,The recent performance of the Edmonton Oilers in the NHL.,44,assistant,common
google_trends,,Live Nation,20K+,,20240523,The latest events and concerts hosted by Live Nation.,46,assistant,common
google_trends,,Stars,20K+,,20240523,The fascinating life cycle of stars in the universe.,47,assistant,common
google_trends,,Mavericks vs Timberwolves,500K+,Timberwolves; Timberwolves; luka doncic; Timberwolves; Timberwolves; luka doncic; Mavericks;,20240524,The basketball game between the Mavericks and the Timberwolves.,48,assistant,common
google_trends,,Morgan Spurlock,500K+,Super Size Me;,20240524,The impact of Morgan Spurlock's film 'Super Size Me' on fast food.,49,assistant,common
google_trends,,FA Cup,200K+,Manchester United;,20240524,How do you think Manchester United will perform in the FA Cup this year?,50,assistant,common
google_trends,,Timberwolves vs Mavericks,200K+,,20240524,The Timberwolves vs Mavericks basketball game highlights.,51,assistant,common
google_trends,,Rangers,100K+,ny rangers;,20240524,The performance of the New York Rangers in the current hockey season.,52,assistant,common
google_trends,,Indiana Pacers,20K+,,20240524,The recent performance and games of the Indiana Pacers.,56,assistant,common
google_trends,,Luka Dončić,20K+,,20240524,Luka Dončić's recent performance and achievements in the NBA.,58,assistant,common
google_trends,,Indy 500,1M+,indy 500 start time; indy 500 start time; Indianapolis 500; indy 500 start time; indy 500 start time; Indianapolis 500; indy 500 weather;,20240525,The start time and weather for the Indy 500 race.,60,assistant,common
google_trends,,Celtics,200K+,,20240525,The recent performance of the Boston Celtics in the NBA.,61,assistant,common
google_trends,,Celtics vs Pacers,200K+,,20240525,The upcoming basketball game between the Celtics and the Pacers.,62,assistant,common
google_trends,,Nicki Minaj Amsterdam,200K+,Nicki Minaj;,20240525,Nicki Minaj's recent concert in Amsterdam.,63,assistant,common
google_trends,,Monaco Grand Prix,200K+,Charles Leclerc; Charles Leclerc; f1 monaco;,20240525,The excitement and history of the Monaco Grand Prix.,64,assistant,common
google_trends,,Boston Celtics,200K+,,20240525,The recent performance of the Boston Celtics in the NBA.,65,assistant,common
google_trends,,Kyrie Irving,100K+,,20240525,Kyrie Irving's recent performance and career highlights.,66,assistant,common
google_trends,,New York Rangers,20K+,,20240525,The recent performance of the New York Rangers in the NHL.,67,assistant,common
google_trends,,Memorial day,5M+,,20240526,Discussing the significance and traditions of Memorial Day.,68,assistant,common
google_trends,,Timberwolves vs Mavericks,1M+,Dallas Mavericks; Dallas Mavericks; mavs; Dallas Mavericks; Dallas Mavericks; mavs; Mavericks; Dallas Mavericks; Dallas Mavericks; mavs; Dallas Mavericks; Dallas Mavericks; mavs; Mavericks; mavs vs timberwolves;,20240526,The upcoming basketball game between the Timberwolves and the Mavericks.,69,assistant,common
google_trends,,French Open,200K+,roland garros; roland garros; French Open 2024;,20240526,The French Open 2024 tennis tournament at Roland Garros.,70,assistant,common
google_trends,,Nadal,100K+,Rafael Nadal;,20240526,Rafael Nadal's recent performance in tennis tournaments.,71,assistant,common
google_trends,,Rangers,100K+,ny rangers;,20240526,The performance and recent games of the New York Rangers hockey team.,72,assistant,common
google_trends,,Pacers,100K+,,20240526,The recent performance of the Indiana Pacers in the NBA.,73,assistant,common
google_trends,,Kyle Larson Indy 500,100K+,kyle larson;,20240526,Kyle Larson's participation in the Indy 500 race.,74,assistant,common
google_trends,,Pacers vs Celtics,100K+,,20240526,"Who do you think will win the game, Pacers or Celtics?",75,assistant,common
google_trends,,Ronald Acuna,50K+,Ronald Acuna Jr;,20240526,Discuss Ronald Acuna Jr.'s recent achievements in baseball.,77,assistant,common
google_trends,,Josef Newgarden,50K+,,20240526,Josef Newgarden's latest achievements in car racing.,78,assistant,common
google_trends,,Florida Panthers,20K+,,20240526,The recent performance of the Florida Panthers in the NHL.,80,assistant,common
google_trends,,Celtics,500K+,,20240527,The performance and latest news about the Boston Celtics.,82,assistant,common
google_trends,,Mike Tyson,100K+,,20240527,The legendary boxing career of Mike Tyson.,84,assistant,common
google_trends,,Mavericks vs Timberwolves,100K+,,20240527,The upcoming basketball game between the Mavericks and Timberwolves.,85,assistant,common
google_trends,,What is memorial day for,100K+,what is memorial day;,20240527,The significance and history of Memorial Day.,86,assistant,common
google_trends,,Pope Francis,50K+,,20240527,The influence of Pope Francis on modern Catholicism.,87,assistant,common
google_trends,,Nick Carter,50K+,,20240527,Nick Carter's latest music and activities.,88,assistant,common
google_trends,,Brandon McManus,20K+,,20240527,Brandon McManus and his career as an NFL kicker.,90,assistant,common
google_trends,,New York Rangers,20K+,,20240527,The current performance and recent games of the New York Rangers.,91,assistant,common
google_trends,,Stars vs Oilers,20K+,,20240527,The recent hockey game between the Stars and Oilers.,92,assistant,common
google_trends,,Timberwolves,500K+,Mavericks; Mavericks; Minnesota Timberwolves; Mavericks; Mavericks; Minnesota Timberwolves; timberwolves game;,20240528,The performance and highlights of the Minnesota Timberwolves in recent games.,93,assistant,common
google_trends,,Robert De Niro,100K+,,20240528,Discussing the career and films of Robert De Niro.,97,assistant,common
google_trends,,Moana 2,100K+,moana 2 trailer;,20240528,Excited about the release date of Moana 2?,98,assistant,common
google_trends,,Dallas Stars,100K+,,20240528,Recent performance and achievements of the Dallas Stars hockey team.,99,assistant,common
google_trends,,Nikki Haley,100K+,,20240528,Discuss the political career of Nikki Haley.,100,assistant,common
google_trends,,Rangers,100K+,,20240528,The latest performance and updates on the Texas Rangers baseball team.,101,assistant,common
google_trends,,Lexi Thompson,50K+,,20240528,The recent achievements and career of Lexi Thompson.,102,assistant,common
google_trends,,Luka Dončić,20K+,,20240528,The impressive basketball skills of Luka Dončić.,104,assistant,common
google_trends,,Weather Dallas,20K+,,20240528,What's the weather like in Dallas today?,105,assistant,common
google_trends,,Stewart-Haas Racing,20K+,,20240528,The recent performance of Stewart-Haas Racing in the NASCAR series.,106,assistant,common
google_trends,,Mavericks vs Timberwolves,200K+,,20240529,The basketball game between Mavericks and Timberwolves.,110,assistant,common
google_trends,,Inter Miami,50K+,,20240529,The success story and future prospects of Inter Miami Football Club.,111,assistant,common
google_trends,,Vasu Raja American Airlines,50K+,,20240529,Vasu Raja's role and achievements at American Airlines.,112,assistant,common
google_trends,,Oilers,20K+,,20240529,The latest performance of the Edmonton Oilers in the NHL.,113,assistant,common
google_trends,,Michael j fox,20K+,,20240529,Michael J. Fox's career and personal achievements.,114,assistant,common
google_trends,,Tropical Smoothie Cafe,20K+,,20240529,The best smoothie flavors at Tropical Smoothie Cafe.,115,assistant,common
google_trends,,Mavs vs wolves,20K+,,20240529,The NBA game between the Mavericks and the Timberwolves.,116,assistant,common
google_trends,,Dallas Mavericks,500K+,Mavs; Mavs; Mavericks;,20240530,The performance and recent games of the Dallas Mavericks.,118,assistant,common
google_trends,,Dallas Stars,100K+,,20240530,The recent performance of the Dallas Stars in the NHL.,120,assistant,common
google_trends,,Rangers,100K+,,20240530,The history and achievements of the Rangers sports team.,121,assistant,common
google_trends,,Dollar Tree 99 Cents Only stores,50K+,,20240530,The popularity of Dollar Tree and 99 Cents Only stores.,122,assistant,common
google_trends,,Nelly Korda,50K+,,20240530,Achievements and career of professional golfer Nelly Korda.,124,assistant,common
google_trends,,Breaking news,20K+,,20240530,Latest breaking news happening around the world.,127,assistant,common
google_trends,,Dell stock,20K+,,20240530,The current stock performance of Dell.,128,assistant,common
google_trends,,Stars,20K+,,20240530,The stars in the night sky and their different types.,129,assistant,common
google_trends,,Champions League,1M+,Real Madrid; Real Madrid; real madrid vs dortmund;,20240531,The performance of Real Madrid in the Champions League.,130,assistant,common
google_trends,,Eminem,200K+,eminem houdini;,20240531,The influence of Eminem on modern music.,131,assistant,common
google_trends,,Michelle Obama,100K+,Marian Robinson;,20240531,Michelle Obama's role in promoting healthy lifestyles.,132,assistant,common
google_trends,,Jennifer Lopez,100K+,,20240531,Jennifer Lopez's recent performances and career achievements.,133,assistant,common
google_trends,,Florida Panthers,100K+,rangers vs panthers;,20240531,Discussion about the performance of the Florida Panthers in recent games.,134,assistant,common
google_trends,,Mike Tyson,100K+,,20240531,Mike Tyson's impact on boxing history and popular culture.,135,assistant,common
google_trends,,Pride Month,50K+,,20240531,The significance and celebrations of Pride Month.,137,assistant,common
google_trends,,LSU baseball,50K+,,20240531,The performance of LSU's baseball team this season.,140,assistant,common
google_trends,,Edmonton Oilers,50K+,,20240531,The performance and recent games of the Edmonton Oilers in the NHL.,141,assistant,common
google_trends,,Panthers vs Rangers,50K+,,20240531,Upcoming Panthers vs Rangers sports match preview.,142,assistant,common
google_trends,,New York Rangers,20K+,,20240531,The recent performance of the New York Rangers hockey team.,143,assistant,common
google_trends,,UFC,1M+,UFC 302;,20240601,The recent events and highlights of UFC 302.,144,assistant,common
google_trends,,Dallas Stars,100K+,,20240601,The recent performance of the Dallas Stars hockey team.,145,assistant,common
google_trends,,Chennedy Carter,100K+,,20240601,Chennedy Carter's recent performance in basketball.,146,assistant,common
google_trends,,Simone Biles,50K+,,20240601,The achievements and career of gymnast Simone Biles.,147,assistant,common
google_trends,,Djokovic,20K+,,20240601,Latest news and achievements of tennis player Novak Djokovic.,149,assistant,common
google_trends,,Starliner launch,20K+,,20240601,The upcoming launch of the Starliner spacecraft.,150,assistant,common
google_trends,,University of the Arts,20K+,,20240601,University of the Arts: Admission requirements and programs offered.,151,assistant,common
google_trends,,Claudia Sheinbaum,500K+,Sheinbaum;,20240602,Claudia Sheinbaum's recent policies and their impact on the city.,152,assistant,common
google_trends,,GME) stock,200K+,gme; gme; gamestop stock roaring kitty;,20240602,The current situation and trends of GameStop (GME) stock.,153,assistant,common
google_trends,,Mbappe,50K+,,20240602,Kylian Mbappe's impact on modern football.,155,assistant,common
google_trends,,Edmonton Oilers,50K+,,20240602,The recent performance of the Edmonton Oilers in the NHL season.,156,assistant,common
google_trends,,Michael Crichton,50K+,,20240602,Michael Crichton's most influential books and their impact.,157,assistant,common
google_trends,,Travis Kelce and Taylor Swift news,50K+,,20240602,Latest news on Travis Kelce and Taylor Swift's relationship.,158,assistant,common
google_trends,,Coco Gauff,20K+,,20240602,Coco Gauff's recent performance in tennis tournaments.,160,assistant,common
google_trends,,Cyndi Lauper,20K+,,20240602,Discuss the music and career of Cyndi Lauper.,161,assistant,common
google_trends,,Maldives,20K+,,20240602,The best places to visit in the Maldives for a vacation.,163,assistant,common
google_trends,,Stars,20K+,,20240602,The fascinating life cycles of different types of stars.,164,assistant,common
google_trends,,Berkshire Hathaway stock,200K+,Berkshire Hathaway;,20240603,How is Berkshire Hathaway stock performing in the market?,166,assistant,common
google_trends,,Real Madrid,100K+,Kylian Mbappe;,20240603,The current performance and future prospects of Real Madrid.,167,assistant,common
google_trends,,Justin Jefferson,100K+,,20240603,Justin Jefferson's latest performances in NFL games.,168,assistant,common
google_trends,,Djokovic,100K+,Novak Djokovic;,20240603,Novak Djokovic's recent performance in tennis tournaments.,169,assistant,common
google_trends,,Tucupita Marcano,50K+,,20240603,Who is Tucupita Marcano and his latest achievements?,171,assistant,common
google_trends,,Dow Jones,50K+,,20240603,Recent trends in the Dow Jones Industrial Average.,172,assistant,common
google_trends,,AMD stock,20K+,,20240603,The current trends and predictions for AMD stock.,175,assistant,common
google_trends,,Tesla stock,20K+,,20240603,The latest trends in Tesla's stock market performance.,176,assistant,common
google_trends,,Stock market today,20K+,,20240603,The performance of the stock market today.,177,assistant,common
google_trends,,Kilauea,20K+,,20240603,The volcanic activity at Kilauea in Hawaii.,179,assistant,common
google_trends,,D-Day,200K+,D-Day; D-Day; what is d day; D-Day; D-Day; what is d day; d day anniversary;,20240605,What was D-Day and its significance in history?,182,assistant,common
google_trends,,The Acolyte,200K+,acolyte; acolyte; star wars acolyte;,20240605,"The new Star Wars series, The Acolyte, and its storyline.",183,assistant,common
google_trends,,Starliner launch,100K+,Starliner; Starliner; boeing starliner; Starliner; Starliner; boeing starliner; boeing starliner launch;,20240605,The upcoming launch of the Boeing Starliner spacecraft,184,assistant,common
google_trends,,Halsey,50K+,,20240605,Discussing Halsey's latest music and her recent performances.,186,assistant,common
google_trends,,Coco Gauff,50K+,,20240605,Coco Gauff's recent performance in tennis tournaments.,187,assistant,common
google_trends,,Jasmine Paolini,20K+,,20240605,Jasmine Paolini's recent tennis match performances.,191,assistant,common
google_trends,,Duke of Westminster wedding,20K+,,20240605,The recent wedding of the Duke of Westminster.,192,assistant,common
google_trends,,Congestion pricing nyc,20K+,,20240605,How will congestion pricing affect traffic in NYC?,193,assistant,common
google_trends,,Celtics,500K+,,20240606,The recent performance of the Boston Celtics in the NBA.,194,assistant,common
google_trends,,SpaceX,100K+,Starship; Starship; starship launch;,20240606,SpaceX's latest Starship launch and its implications.,197,assistant,common
google_trends,,Kristaps Porzingis,100K+,,20240606,The recent performance of Kristaps Porzingis in the NBA.,198,assistant,common
google_trends,,Roaring Kitty,50K+,,20240606,What impact did Roaring Kitty have on the stock market?,199,assistant,common
google_trends,,Hunger Games,50K+,hunger games sunrise on the reaping;,20240606,The events and themes of The Hunger Games series.,202,assistant,common
google_trends,,Alcaraz,50K+,Zverev;,20240606,Discussing the recent performances of tennis players Alcaraz and Zverev.,203,assistant,common
google_trends,,Nvidia,50K+,,20240606,The impact of Nvidia's latest graphics cards on the gaming industry.,204,assistant,common
google_trends,,Jayson Tatum,50K+,,20240606,Jayson Tatum's performance in recent basketball games.,205,assistant,common
google_trends,,Juan Soto,50K+,,20240606,Juan Soto's recent performance in Major League Baseball.,207,assistant,common
google_trends,,Iga Swiatek,50K+,,20240606,Iga Swiatek's recent performance in tennis tournaments.,208,assistant,common
google_trends,,Cricket World Cup,50K+,USA Cricket;,20240606,Excitement and predictions for the upcoming Cricket World Cup tournament.,209,assistant,common
google_trends,,Pat Sajak last show,50K+,,20240606,Pat Sajak's final show on Wheel of Fortune.,211,assistant,common
google_trends,,F1,100K+,,20240607,The latest updates on the F1 racing season.,214,assistant,common
google_trends,,Summer Game Fest 2024,50K+,,20240607,What to expect from Summer Game Fest 2024.,215,assistant,common
google_trends,,Dick Van Dyke,50K+,,20240607,The impact of Dick Van Dyke on television and entertainment.,216,assistant,common
google_trends,,Alexander Zverev,20K+,,20240607,Alexander Zverev's performance in recent tennis tournaments.,217,assistant,common
google_trends,,Pharrell Williams,20K+,,20240607,Pharrell Williams' latest music and performances.,218,assistant,common
google_trends,,Belmont Stakes 2024,200K+,,20240608,Looking forward to the Belmont Stakes 2024 horse race event.,219,assistant,common
google_trends,,Caitlin Clark,100K+,,20240608,Caitlin Clark's latest achievements in basketball.,220,assistant,common
google_trends,,Iga Swiatek,100K+,iga świątek;,20240608,The recent performances of tennis player Iga Swiatek.,221,assistant,common
google_trends,,Ryan Garcia,50K+,ryan garcía;,20240608,Discuss the achievements and upcoming fight of Ryan Garcia.,222,assistant,common
google_trends,,Scottie Scheffler,50K+,,20240608,Discuss Scottie Scheffler's recent performance in golf tournaments.,223,assistant,common
google_trends,,Formula 1,50K+,,20240608,The latest updates and races in Formula 1.,224,assistant,common
google_trends,,Oilers,50K+,,20240608,The performance of the Edmonton Oilers in the current NHL season.,225,assistant,common
google_trends,,Edmonton Oilers,20K+,,20240608,The recent performance and upcoming games of the Edmonton Oilers.,228,assistant,common
google_trends,,Puerto Rican Day Parade,20K+,,20240608,Celebrating the Puerto Rican Day Parade and its cultural significance.,230,assistant,common
google_trends,,Portugal,20K+,,20240608,Exploring the beautiful landscapes and culture of Portugal.,231,assistant,common
google_trends,,Dragon Boat Festival,5M+,,20240609,The traditions and activities of the Dragon Boat Festival.,232,assistant,common
google_trends,,Florida Panthers,200K+,Oilers; Oilers; Panthers;,20240610,Discussing the performance of the Florida Panthers in the latest NHL season.,234,assistant,common
google_trends,,Apple stock,100K+,Apple Intelligence; Apple Intelligence; apple wwdc; Apple Intelligence; Apple Intelligence; apple wwdc; apple wwdc 2024; Apple Intelligence; Apple Intelligence; apple wwdc; Apple Intelligence; Apple Intelligence; apple wwdc; apple wwdc 2024; apple ai;,20240610,The current performance of Apple's stock price.,235,assistant,common
google_trends,,iOS 18,100K+,,20240610,New features and improvements in iOS 18.,237,assistant,common
google_trends,,Tony Evans,50K+,,20240610,Discussing the teachings and influence of Tony Evans.,238,assistant,common
google_trends,,Malawi,50K+,,20240610,Discuss the culture and geography of Malawi.,239,assistant,common
google_trends,,Joey Chestnut,50K+,,20240611,Joey Chestnut’s achievements in competitive eating.,241,assistant,common
google_trends,,Young Thug,20K+,,20240611,The impact of Young Thug on modern rap music.,242,assistant,common
google_trends,,Shoes,20K+,,20240611,What are the latest trends in shoe fashion?,243,assistant,common
google_trends,,Simon Cowell,20K+,,20240611,Simon Cowell's impact on the entertainment industry.,244,assistant,common
google_trends,,Joey Chestnut,50K+,,20240612,Joey Chestnut's recent competitive eating achievements.,247,assistant,common
google_trends,,Young Thug,20K+,,20240612,The recent music releases and news about Young Thug.,248,assistant,common
google_trends,,Shoes,20K+,,20240612,Discussing the latest trends in shoe fashion and technology.,249,assistant,common
google_trends,,Simon Cowell,20K+,,20240612,Simon Cowell's latest projects and public appearances.,250,assistant,common
google_trends,,NBA,2M+,celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; mavs; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; mavs; celtics vs mavs; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; mavs; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; mavs; celtics vs mavs; mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; mavs; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; mavs; celtics vs mavs; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; mavs; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics; celtics; dallas mavericks; celtics; celtics; dallas mavericks; mavs vs celtics; celtics vs mavericks; boston celtics; mavs; celtics vs mavs; mavericks; luka dončić;,20240613,The Boston Celtics vs. Dallas Mavericks game analysis and highlights.,252,assistant,common
google_trends,,Jerry West,1M+,,20240613,The career and achievements of Jerry West in basketball.,253,assistant,common
google_trends,,Bridgerton Season 3 Part 2,200K+,Bridgerton; Bridgerton; bridgerton season 3;,20240613,What do you think will happen in Bridgerton Season 3 Part 2?,254,assistant,common
google_trends,,The Boys,200K+,the boys season 4;,20240613,The plot and characters of The Boys Season 4.,255,assistant,common
google_trends,,U.S. Open,200K+,,20240613,Discussion about the U.S. Open tennis tournament.,256,assistant,common
google_trends,,Florida Panthers,200K+,Oilers; Oilers; Panthers;,20240613,The recent performance of the Florida Panthers in the NHL.,257,assistant,common
google_trends,,Flag Day,100K+,What is Flag Day;,20240613,The history and significance of Flag Day.,258,assistant,common
